id,text,anger,disgust,fear,joy,sadness,text_tn
afr_train_track_a_00016,Teen 1902 is Brittanje aan bewind en die twee nuwe Britse kolonies onder Lord Alfred Milner se bestuur.,0,0,0,0,0,"Ku 1902, Britania éta dina kakawasaan jeung dua koloni Britania anyar dina manajemen Lord Alfred Milner urang."
afr_train_track_a_00017,Dit sluit nie net onderwys en kultuur-organisasies in nie.,0,0,0,0,0,Ieu teu ngan ngawengku atikan jeung organisasi budaya.
afr_train_track_a_00018,Dit is belangrik en nodig dat daar persone is wat daardie werke kan doen.,0,0,0,0,0,Kadé jeung perlu yén aya jalma anu bisa ngalakukeun eta jobs.
afr_train_track_a_00019,"As ons dit nié doen nie, sal ons nie die gehalte van die onderwys kan verbeter nie.",0,0,1,0,0,"Lamun urang henteu ngalakukeun ieu, urang moal bisa ngaronjatkeun kualitas atikan."
afr_train_track_a_00020,Binne Korrektiwe Dienste wil ons hulle wys dat hulle menslik is en dat ons seker wil maak dat hulle wel kan verander.,0,0,0,1,1,Dina Layanan Koréksi kami hoyong nunjukkeun yén aranjeunna manusa sareng yén kami hoyong mastikeun yén aranjeunna tiasa robih.
afr_train_track_a_00021,Daar is baie sake waar ons kan saamwerk.,0,0,0,1,0,Aya seueur perkawis dimana urang tiasa damel babarengan.
afr_train_track_a_00022,Wat nie die worstelling van mense wat swaarkry by afterstande werklik verstaan nie.,0,0,0,0,1,Saha anu teu ngarti kana perjuangan jalma anu sangsara di afterstands.
afr_train_track_a_00023,Die Kantoor van die Staatsdienskommissie sal moniteringstelsels in hierdie opsig opstel.,0,0,0,0,0,Kantor Komisi Layanan Umum bakal nyetél sistem monitoring dina hal ieu.
afr_train_track_a_00024,"Alle programme sal op die plaas, Elsenburg, hoofkantoor van die Wes-Kaapse Departement Landbou buite Stellenbosch, aangebied word.",0,0,0,0,0,"Sadaya program bakal dipidangkeun di tegalan, Elsenburg, kantor pusat Departemen Pertanian Western Cape di luar Stellenbosch."
afr_train_track_a_00025,Die Khampepe kommissie se aanbevelings oor die mandaat en werksaamhede van die Direktoraat Spesiale Operasies (die Skerpioene) implementer.,0,0,0,0,0,Laksanakeun rekomendasi komisi Khampepe ngeunaan amanat sareng kagiatan Direktorat Operasi Khusus (The Scorpions).
afr_train_track_a_00026,So hier by die skou is die perfekte geleentheid vir stadsjapies om kennis te maak met regte landbou.,0,0,0,1,0,Ku kituna didieu di acara teh kasempetan sampurna pikeun kota jays meunang acquainted jeung tatanén nyata.
afr_train_track_a_00027,Die Elim Melkeryprojek het sy ontstaan te danke aan die Elim-gemeenskap se behoefte om natuurlike hulpbronne tot hul beskikking optimaal te benut.,0,0,0,1,0,Proyék Susu Elim lahir tina kabutuhan masarakat Elim pikeun ngamangpaatkeun sumber daya alam anu aya.
afr_train_track_a_00028,Kom ons aanvaar die uitdaging om die voortou te neem in die Wes-Kaap.,0,0,0,1,0,Hayu urang nampi tantangan pikeun mingpin di Cape Kulon.
afr_train_track_a_00029,"Kykende vanuit die uitsigloosheid van die kulturele woestyntog van die afgelope paar dekades, het haar ideale inderdaad na anachronismes gelyk.",0,0,0,0,1,"Disawang tina bleakness tina Trek gurun budaya sababaraha dekade kaliwat, cita-cita nya seemed anakronisms memang."
afr_train_track_a_00030,Ons is veral bekommerd oor die sinnelose geweld en moorde in beide Kenia en Tsjad.,0,1,0,0,1,Kami khususna prihatin ngeunaan kekerasan sareng pembunuhan anu teu aya akal di Kenya sareng Chad.
afr_train_track_a_00031,Die filosofie van lewenslange leer en uitkomsgebaseerde onderrig vorm die hoeksteen van die opleiding wat in 'n verskeidendheid vorme aangebied word.,0,0,0,0,0,"Filsafat pembelajaran sepanjang hayat sareng pangajaran dumasar-hasil ngabentuk landasan pelatihan, anu ditawarkeun dina sababaraha bentuk."
afr_train_track_a_00032,Ek is terdeë daarvan bewus dat daar groot kommer heers oor die erodering van kundigheid op die hoër bestuursvlakke van die onderwys.,0,0,1,0,1,Kuring sadar pisan yén aya perhatian anu ageung ngeunaan erosi kaahlian dina tingkat manajemén pendidikan anu langkung luhur.
afr_train_track_a_00033,Neethling op my vraag geantwoord dat hy dié gebruik van kleins af ken.,0,0,0,0,0,Neethling ngawaler patarosan kuring yén anjeunna parantos terang adat ieu ti saprak budak leutik.
afr_train_track_a_00034,As senior vennoot moet hy die raamwerk verskaf en hulpbronne op 'n gegewe grondslag beskikbaar stel.,0,0,0,0,0,"Salaku mitra senior, anjeunna kedah nyayogikeun kerangka sareng nyayogikeun sumber-sumber dina dasar anu ditangtukeun."
afr_train_track_a_00035,Ek wil u almal bedank vir die pragtige bydrae om te toon dat grondhervorming en bemagtiging binne landbou suksesvol kan plaasvind.,0,0,0,1,0,Abdi hoyong hatur nuhun sadayana pikeun kontribusi anu saé pikeun nunjukkeun yén reformasi lahan sareng pemberdayaan dina tatanén tiasa dilaksanakeun kalayan suksés.
afr_train_track_a_00036,Ons bou 'n staat wat op effektiewe werkverrigting fokus.,0,0,0,1,0,Kami ngawangun kaayaan anu museurkeun kana kinerja anu efektif.
afr_train_track_a_00037,Hierdie party se beleid is dus duidelik.,0,0,0,0,0,Kabijakan partéy ieu jelas.
afr_train_track_a_00038,"Hy het kennis gemaak met die taalkundige J. du P. Scholtz, wat 'n tyd aan die uitgewersafdeling verbonde was.",0,0,0,0,0,"Anjeunna jadi acquainted jeung ahli basa J. du P. Scholtz, anu keur waktu napel departemén penerbitan."
afr_train_track_a_00039,Hierdie seksie is reeds volledig toegerus met apparaat.,0,0,0,1,0,bagian ieu geus pinuh dilengkepan aparatur.
afr_train_track_a_00040,Ons sal ook verskeie stappe doen om die mededingendheid van die ekonomie te verhoog.,0,0,0,1,0,Urang ogé bakal ngalakukeun sababaraha léngkah pikeun ningkatkeun daya saing ékonomi.
afr_train_track_a_00041,Ek noem dit omdat Afrikaans 'n Afrika taal is wat sy onstaan in Afrika het.,0,0,0,0,0,Kuring nyebatkeun ieu kusabab basa Afrikaans mangrupikeun basa Afrika anu asalna di Afrika.
afr_train_track_a_00042,Met hierdie doel voor oë sal twee groot opnames in 2007 gemaak word.,0,0,0,0,0,"Kalayan tujuan ieu dina pikiran, dua survey ageung bakal dilakukeun dina 2007."
afr_train_track_a_00043,Intensiewe stappe word geneem om te verseker dat hierdie werk op skedule bly.,0,0,0,0,0,Léngkah-léngkah anu intensif dilaksanakeun pikeun mastikeun yén padamelan ieu tetep dina jadwal.
afr_train_track_a_00044,Die oorblywende dele van die MBA bestaan uit gekontroleerde sones waar visvang toegelaat kan word.,0,0,0,0,0,Sésana bagian MBA diwangun ku zona dikawasa dimana fishing tiasa diidinan.
afr_train_track_a_00045,PKR (polimerase ketting reaksie) toetse word gebruik vir die identifikasie van veral virusse.,0,0,0,0,0,Tes PCR (polymerase chain reaction) digunakeun pikeun ngaidentipikasi virus khususna.
afr_train_track_a_00046,Al hierdie dinge het gelei tot die onderhandelingsproses wat uitgeloop het op ons eerste demokratiese verkiesing in 1994.,0,0,0,1,0,Sadayana ieu nyababkeun prosés negosiasi anu puncakna dina pamilihan démokrasi munggaran urang di 1994.
afr_train_track_a_00047,Die Vrystaters weet hoe om fees te vier.,0,0,0,1,0,The Free Staters nyaho kumaha carana ngagungkeun.
afr_train_track_a_00048,Julle het nie 'n rekenaarsentrum nie en hierdie kan 'n goeie geleentheid wees om een te begin.,0,0,0,1,0,Anjeun teu gaduh pusat komputer sareng ieu tiasa janten kasempetan anu saé pikeun ngamimitian.
afr_train_track_a_00049,Gedurende 2005 is die eerste stokkies geplant en vanjaar is die plaas vergroot na 8 ha.,0,0,0,1,0,"Dina taun 2005, tongkat anu munggaran dipelakan sareng taun ieu kebon digedékeun dugi ka 8 ha."
afr_train_track_a_00050,Ek gee graag 'n kort oorsig oor misdaad statistieke wat in 2006 vrygestel is.,0,0,0,0,1,Abdi hoyong masihan gambaran ringkes statistik kajahatan anu dirilis dina 2006.
afr_train_track_a_00051,Sowat 4 000 werksgeleenthede is ook in die proses verloor.,0,0,0,0,1,"Sakitar 4,000 padamelan ogé leungit dina prosés éta."
afr_train_track_a_00052,Die media se kommentaar daarop het gewissel van verbasing tot skok maar ook groot lof.,0,0,0,1,0,Koméntar média ngeunaan éta rupa-rupa ti reuwas dugi ka kaget tapi ogé pujian anu hébat.
afr_train_track_a_00053,Die plaas het lank braak gelê nadat 'n varkboerdery daar ten einde geloop het.,0,0,0,0,1,Ladang ngagolér pikeun lila sanggeus hiji peternakan babi di dinya sumping ka tungtung.
afr_train_track_a_00054,"As ons dit doen sal ons armoede bestry, ongelykhede uitwis en sodoende die kwaliteit van lewe van al ons mense verbeter.",0,0,0,1,0,"Upami urang ngalakukeun ieu, urang bakal ngalawan kamiskinan, ngabasmi kateusaruaan sareng ku kituna ningkatkeun kualitas kahirupan sakumna rahayat urang."
afr_train_track_a_00055,"Die situasie blyk steeds te sluimer, en ons hou dit dop.",0,0,0,0,1,"Kaayaan masih katingalina teu aktif, sareng kami ngawaskeunana."
afr_train_track_a_00056,Immunisasiedekking vir kinders het gelykmatig verbeter tot omtrent 85%; en malaria-gevalle het dramaties afgeneem.,0,0,0,1,0,cakupan imunisasi pikeun barudak ningkat steadily mun ngeunaan 85%; jeung kasus malaria turun drastis.
afr_train_track_a_00057,"Ons implementeer tans soortgelyke programme in sewe terreine regoor die land, tot voordeel van 21 wyke.",0,0,0,1,0,"Urang ayeuna ngalaksanakeun program sarupa di tujuh situs sakuliah nagara, benefiting 21 wards."
afr_train_track_a_00058,Hierdie plase in ons provinsie verskaf werk aan plus minus 200 000 werkers.,0,0,0,1,0,"Ladang-ladang ieu di propinsi urang nyayogikeun padamelan pikeun tambah atanapi dikurangan 200,000 padamel."
afr_train_track_a_00059,"Kennis van veiligheidsmaatreëls in en naby water ten opsigte van getye seestrome, windrigtings en plaaslike omstandighede.",0,0,1,0,0,"Pangaweruh ngeunaan ukuran kaamanan di jero sareng caket cai ngeunaan arus laut pasang, arah angin sareng kaayaan lokal."
afr_train_track_a_00060,"Ons sal onder andere ook die geslagskwessie evalueer om alle aspekte wat verband hou met die bemagtiging van vroue, te verbeter.",0,0,0,1,0,"Diantara hal séjén, urang ogé bakal meunteun masalah gender pikeun ngaronjatkeun sagala aspek nu patali jeung pemberdayaan awéwé."
afr_train_track_a_00061,Die oordrag van tegnologie kan geskied deur hetsy opleiding of voorligting.,0,0,0,0,0,Alih téknologi tiasa lumangsung boh ngaliwatan pelatihan atanapi bimbingan.
afr_train_track_a_00062,Ek weet dat julle als het wat nodig is om Dalrose 'n energieke en belangrike deel van die gemeenskap te maak.,0,0,0,1,0,Kuring nyaho anjeun boga naon nu diperlukeun sangkan Dalrose bagian vibrant tur penting masarakat.
afr_train_track_a_00063,Die drie ure is glad nie genoeg vir al die inligting wat sy hier wil versamel nie.,0,0,1,0,1,Tilu jam teu cukup pikeun sakabéh informasi manehna hayang ngumpulkeun di dieu.
afr_train_track_a_00064,Landbou-opleiding beklee 'n belangrike plek in die diensleweringsketting aan begunstigdes van die regering se grondhervormingsprogram.,0,0,0,1,0,Pelatihan pertanian ngagaduhan tempat anu penting dina ranté pangiriman jasa ka ahli waris program reformasi lahan pamaréntah.
afr_train_track_a_00065,Daar is 'n paar baie belangrike aspekte wat ons in aanmerking moet neem.,0,0,0,0,0,Aya sababaraha aspék anu penting pisan anu urang kedah perhatikeun.
afr_train_track_a_00066,"Ofskoon die reeks instellings wat op spontane wyse hieruit gaan ontspring nie homogeen in voor-koms, bedryfsmodel, e.d.m.",0,0,0,0,0,"Sanaos runtuyan lembaga anu bakal timbul sacara spontan tina ieu henteu homogen dina penampilan, modél operasi, jsb."
afr_train_track_a_00067,Ons wil na julle uitreik.,0,0,0,1,0,Simkuring hoyong ngahontal kaluar ka anjeun.
afr_train_track_a_00068,Verantwoordelike vennootskappe tussen kommersiële- en opkomende boere kan baie van die huidige probleme aanspreek.,0,0,0,1,0,partnerships jawab antara patani komérsial sarta munculna bisa ngajawab loba masalah ayeuna.
afr_train_track_a_00069,Dit het tot 'n verenigde staat gelei.,0,0,0,1,0,Ieu ngakibatkeun kaayaan ngahiji.
afr_train_track_a_00070,As Minister van Landbou is ek trots op u. Ons benodig u toewyding en vaardighede in die Wes-Kaap se landbou sektor.,0,0,0,1,0,Salaku Menteri Pertanian kuring reueus ka anjeun. Kami peryogi komitmen sareng kaahlian anjeun dina sektor pertanian di Cape Barat.
afr_train_track_a_00071,Ons is daar om u te help deur middel van die groot verskeidenheid programme wat ons by die Departement se opleidingsentrums aanbied.,0,0,0,1,0,Kami aya pikeun ngabantosan anjeun ngalangkungan rupa-rupa program anu kami tawarkeun di pusat pelatihan Departemen.
afr_train_track_a_00072,Maar nou kan ek die verduideliking in Afrikaans les.,0,0,0,0,0,Tapi ayeuna kuring tiasa maca katerangan dina basa Afrikaans.
afr_train_track_a_00073,Met dié mense se boere-hartlikheid het tant Tienie egter nie rekening gehou nie.,0,0,0,1,0,"Sanajan kitu, Bibi Tienie teu merhatikeun haté patani jalma ieu."
afr_train_track_a_00074,"En, vir haar straf, .. .. .. moet sy nog altyd wag.",0,0,0,0,1,"Sareng, pikeun hukumanana, .. .. .. anjeunna kedah ngantosan."
afr_train_track_a_00075,Dit gee hulle die kans om te vergoed vir dat wat hulle verkeerd gedoen het.,0,0,0,1,0,Ieu masihan aranjeunna kasempetan pikeun nebus naon anu aranjeunna lakukeun salah.
afr_train_track_a_00076,En ons moet seker maak dat ons hierdie benadering volhou.,0,0,0,0,0,Sareng urang kedah mastikeun yén urang ngajaga pendekatan ieu.
afr_train_track_a_00077,Dit is ons toekoms.,0,0,0,0,0,Ieu masa depan urang.
afr_train_track_a_00078,"Aansienlike verdere besinninbg en beplanning word gevra, alvorens daar werklik 'n geloofwaardige en aanvaarbare onderwysvoorsieningstelsel gevestig kan word.",0,0,0,0,0,Réfléksi sareng perencanaan anu langkung ageung diperyogikeun sateuacan sistem panyadiaan pendidikan anu kredibel sareng tiasa ditampi tiasa leres-leres ditetepkeun.
afr_train_track_a_00079,Dié surplus koring is genoeg om jaarliks 102 miljoen liter etanol te produseer.,0,0,0,1,0,surplus gandum ieu cukup pikeun ngahasilkeun 102 juta liter étanol taunan.
afr_train_track_a_00080,Hy vertel vir haar dat koek-sisters gemaak word van sustertjies se afgesnyde haarvlegseltjies wat in suiker gelê word!,0,0,0,1,0,Anjeunna nyarioskeun ka anjeunna yén sadulur-sadulur didamel tina kepang rambut anu dipotong adina adina anu disimpen dina gula!
afr_train_track_a_00081,"Ons wil hierdie werk, waarmee daar reeds begin is, vanjaar afhandel.",0,0,0,0,0,"Kami hoyong ngabéréskeun padamelan ieu, anu parantos dimimitian, taun ieu."
afr_train_track_a_00082,Terselfdertyd wens ons die mense van Zimbabwe alle sukses toe met die verkiesing wat vir 29 Maart beplan word.,0,0,0,1,0,"Dina waktos anu sami, kami ngarepkeun masarakat Zimbabwé suksés kalayan pamilihan anu dijadwalkeun 29 Maret."
afr_train_track_a_00083,Ons is beïndruk deur die entoesiasme van die jeug oor hierdie geleentheid.,0,0,0,1,0,Kami kagum ku antusiasme para nonoman ngeunaan acara ieu.
afr_train_track_a_00084,Ek het die reg om te glo wat ek wil glo.,1,0,0,0,0,Abdi gaduh hak percanten kana naon anu abdi hoyong percanten.
afr_train_track_a_00085,Van ons kant af was ons nie soos dikwels van KP kant af venynig nie.,0,0,0,0,0,"Ti pihak urang, urang teu jadi galak sakumaha mindeng ti sisi KP."
afr_train_track_a_00086,"Regstelling is nodig en ek is verbind daartoe, maar dan op 'n wyse wat nie tot onreg lei nie.",0,0,1,1,0,"Koreksi perlu jeung Kami komitmen ka dinya, tapi dina cara nu teu ngakibatkeun ketidakadilan."
afr_train_track_a_00087,Ons gee hier 'n samevatting en enkele uittreksels uit die lesing.,0,0,0,0,0,Kami masihan kasimpulan sareng sababaraha ekstrak tina ceramah.
afr_train_track_a_00088,Ekonomiese stabiliteit is in almal se voordeel.,0,0,0,1,0,Stabilitas ékonomi mangrupikeun kauntungan pikeun sadayana.
afr_train_track_a_00089,Dit is nie vir myom voor te skryf nie; u sal besluit hoe u op daardie vrae reageer.,0,0,0,0,0,Henteu pikeun kuring resep; anjeun bakal mutuskeun kumaha anjeun ngabales patarosan éta.
afr_train_track_a_00090,Ons het mekaar nodig.,0,0,0,1,0,Urang silih butuh.
afr_train_track_a_00091,Vanjaar vier ons die 10de herdenking van die instelling van diplomatieke betrekkinge tussen Suid-Afrika en die Republiek van China.,0,0,0,1,0,Taun ieu urang ngagungkeun ulang taun ka-10 ngadegna hubungan diplomatik antara Afrika Kidul sareng Républik Cina.
afr_train_track_a_00092,"Die ministers wat vir 'n bepaalde uitkoms verantwoordelik is, sal 'n gedetailleerde leweringsooreenkoms met die president onderteken.",0,0,0,0,0,Para menteri anu tanggung jawab pikeun hasil tinangtu bakal nandatanganan perjanjian pangiriman lengkep sareng présidén.
afr_train_track_a_00093,"Om ons ekonomiese groei en ontwikkeling nog verder te bespoedig, sal ons die Industriële Beleidsaksieplan implementeer.",0,0,0,1,0,"Pikeun ngagancangkeun pertumbuhan ékonomi sareng pangwangunan urang langkung jauh, urang bakal ngalaksanakeun Rencana Aksi Kabijakan Industri."
afr_train_track_a_00094,My oupa was die eerste Perdewedren Kommissaris in die dertigerjare.,0,0,0,1,0,Akina mah Komisaris Pacuan Kuda munggaran dina taun tilu puluhan.
afr_train_track_a_00095,Verskeie taalmonumente is landwyd opgerig.,0,0,0,0,0,Rupa-rupa monumen basa geus diadegkeun di sakuliah nagara.
afr_train_track_a_00096,Die stamvader was Jacques Malan wat in 1688 of 1689 na die Kaap gevlug het.,0,0,0,0,0,The progenitor éta Jacques Malan anu ngungsi ka Cape di 1688 atawa 1689.
afr_train_track_a_00097,Dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig.,0,0,0,1,0,Ieu bakal nempatkeun pondasi numutkeun sadaya mitra sosial tiasa ngagancangkeun pangwangunan ékonomi lokal.
afr_train_track_a_00098,"Ons glo dat die kursusinhoud ook aangepas moet word volgens die behoeftes van kursusgangers, sodat elke kursusganger pasgemaakte opleiding ontvang.",0,0,0,0,0,"Kami yakin yén eusi kursus ogé kudu diadaptasi nurutkeun pangabutuh pamilon tangtu, ku kituna unggal pamilon tangtu narima latihan ngaropéa."
afr_train_track_a_00099,Ons vermoed dus dat daar oral in privaatbesit nog honderde Schoeman-briewe behoue sou gebly het.,0,0,0,0,0,Ku kituna kami curiga yén ratusan hurup Schoeman bakal dilestarikan dimana-mana dina milik pribadi.
afr_train_track_a_00100,Ons beplan dus om die opleiding van 16 tot 25-jarige persone te verbeter in verdere onderwys-en-opleidingsfasiliteite.,0,0,0,1,0,Ku kituna kami rencanana pikeun ngaronjatkeun latihan 16 nepi ka 25 taun olds dina atikan salajengna jeung fasilitas latihan.
afr_train_track_a_00101,Ruim meer as 'n miljoen eksemplare is daarvan verkoop.,0,0,0,1,0,Leuwih ti sajuta éksemplar geus dijual.
afr_train_track_a_00102,"Dit sluit nie aankope en transaksies, die kapitaalwaarde van nuwe huurkontrakte en die verbeterings aan bestaande geboue in nie.",0,0,0,0,0,"Ieu teu kaasup purchases jeung transaksi, nilai ibukota leases anyar jeung perbaikan wangunan aya."
afr_train_track_a_00103,Ella de Wet is die skrywer van Sarie Marais se woorde.,0,0,0,0,0,Ella de Wet mangrupikeun panulis kecap Sarie Marais.
afr_train_track_a_00104,Die Klein Karoo se ekonomie kry 'n ekstra dimensie by met die toetrede van die veevoermaatskappy Meadow Feeds tot die streek.,0,0,0,1,0,Ékonomi Klein Karoo kéngingkeun diménsi tambahan kalayan asupna perusahaan pakan ternak Meadow Feeds ka daérah éta.
afr_train_track_a_00105,Dit is ons almal se probleme en ons moet dit mede-eien.,0,0,1,0,1,Ieu sadayana masalah urang sareng urang kedah ngabagikeunana.
afr_train_track_a_00106,"Hierdie stukkie Poolse Martjie, tesame met dr. Koch se referaat (in Pools) was die tweede kosbare vonds in die koevert.",0,0,0,1,0,"Ieu sapotong Polandia Martjie, bareng jeung dr. Kertas Koch (dina basa Polandia) mangrupikeun manggih anu berharga kadua dina amplop."
afr_train_track_a_00107,Die armstes is ongelooflik geduldig en waarderend maar ons mag dit nie as vanselfsprekend aanvaar nie.,0,0,0,0,1,Anu pangmiskinna luar biasa sabar sareng ngahargaan tapi urang henteu kedah nganggap hal ieu.
afr_train_track_a_00108,Op sigself genome is die boek nie erg aanstootlik nie.,0,0,0,0,0,"Dicokot ku sorangan, buku teu pisan karasa."
afr_train_track_a_00109,In hierdie tyd het die Safex-prys vir koring van R3 962 per ton tot R2 526 per ton gedaal.,0,0,0,0,0,"Antukna, harga Safex pikeun gandum turun tina R3 962 per ton ka R2 526 per ton."
afr_train_track_a_00110,Tans is een derde van ons orgaanskenkers lewende familielede en die res van die organe word beskikbaar weens sterfgevalle.,0,0,0,0,1,"Ayeuna, sapertilu tina donor organ urang hirup baraya jeung sesa organ sadia alatan maot."
afr_train_track_a_00111,Dit is ons volkskontrak.,0,0,0,0,0,Ieu kontrak nasional urang.
afr_train_track_a_00112,Die Hiemstra-dokumente is kort ná sy dood aan NALN geskenk.,0,0,0,1,0,Dokumén Hiemstra disumbangkeun ka NALN teu lami saatosna.
afr_train_track_a_00113,"Ons staar 'n noodtoestand in die gesig, maar ons kan die probleme in 'n relatiewe kort tydjie oorbrug.",0,0,1,1,0,"Urang nyanghareupan kaayaan darurat, tapi urang tiasa ngatasi masalah dina waktos anu pondok."
afr_train_track_a_00114,Die vraag is hoe lank wil diesulkes gereed wees voordat hulle oorgaan tot die implementering van projekte.,1,0,0,0,0,Patarosan na sabaraha lila maranéhna rék siap saméméh maranéhna neruskeun kana palaksanaan proyék.
afr_train_track_a_00115,Ons is die enigste Afrikaanssprekendes by die MinMEC vergaderings.,0,0,0,0,0,Kami hiji-hijina panyatur basa Afrikaans dina rapat MinMEC.
afr_train_track_a_00116,"Om as gasheerland vir die FIFA Wêreldbeker op te tree, maak van 2010 voorwaar 'n jaar van aksie.",0,0,0,1,0,Akting salaku nagara tuan rumah pikeun Piala Dunya FIFA ngajadikeun 2010 taun aksi memang.
afr_train_track_a_00117,Die toerisme bedryf kan net tot 'n volhoubare bedryf ontwikkel as ons deurlopend goeie diens lewer.,0,0,1,0,0,Industri pariwisata ngan bisa mekar jadi industri sustainable lamun urang terus nyadiakeun layanan alus.
afr_train_track_a_00118,Dat ons moet aanvaar dat die volk nie beperk is tot een politieke party nie.,0,0,0,0,0,Urang kudu narima yén rahayat téh lain ngan ukur hiji partéy pulitik.
afr_train_track_a_00119,Hierdie is almal plekke wat in die genoemde tekste ter sprake kom.,0,0,0,0,0,Ieu sadayana tempat anu disebatkeun dina naskah anu disebatkeun.
afr_train_track_a_00120,Die wêreldwye ekonomiese ineenstorting hou ernstige gevare vir ons ekonomie in wat werksverliese en die lewenskwaliteit van ons mense aanbetref.,1,0,1,0,1,Runtuhna ékonomi global nyababkeun bahaya anu serius pikeun ékonomi urang dina hal leungitna padamelan sareng kualitas kahirupan masarakat urang.
afr_train_track_a_00121,Die hersiening van die Tweetalige Woordeboek van D.B.,0,0,0,0,0,Révisi Kamus D.B.D.B.
afr_train_track_a_00122,U woon in 'n pragtige deel van die provinsie.,0,0,0,1,0,Anjeun cicing di bagian geulis propinsi.
afr_train_track_a_00123,Dit behoort vir u 'n aansporing te wees sodat daar meer van u is wat u op hierdie wyse toerus.,0,0,0,1,0,Ieu kedah janten insentif pikeun anjeun supados langkung seueur anjeun anu ngalengkepan diri ku cara ieu.
afr_train_track_a_00124,Ons finansiële instellings is 'n kragtige voorbeeld wat ons ietwat beskut het teen die wêreldwye ekonomiese storms.,0,0,0,1,0,Lembaga keuangan urang mangrupikeun conto anu kuat anu parantos ngalindungan urang tina badai ékonomi global.
afr_train_track_a_00125,"Zille, tydens haar toespraak in die parlement, oorlog verklaar teen misdaad en veral misdaad teen kinders.",0,0,0,1,0,"Zille, nalika pidato di parlemén, nyatakeun perang ngalawan kajahatan sareng khususna kajahatan ngalawan barudak."
afr_train_track_a_00126,Hulle is mense soos julle.,0,0,0,0,0,Aranjeunna jalma sapertos anjeun.
afr_train_track_a_00127,So toe stuur ek vir haar 'n baie slim pappegaai wat die hele Bybel kan opsê.,0,0,0,1,0,Janten kuring ngirim anjeunna manuk beo anu pinter anu tiasa ngadugikeun sadayana Alkitab.
afr_train_track_a_00128,Hierdie en baie ander inisiatiewe is deel van 'n omvattende passasiersvervoerstrategie wat pad en spoor kombineer.,0,0,0,1,0,Ieu sareng seueur inisiatif sanésna mangrupikeun bagian tina strategi angkutan panumpang komprehensif anu ngagabungkeun jalan sareng rel.
afr_train_track_a_00129,By skoue kan al die werk wat agter die skerms gedoen word vir sosiale opheffing erkenning kry.,0,0,0,1,0,"Dina acara, sadaya padamelan anu dilakukeun di tukangeun layar tiasa dipikanyaho pikeun paningkatan sosial."
